property_id,survey_number,area_sq_m,owner_name,tax_due,last_paid,assessment_year
TAX-623-5989,RS/216/5,14092.02,Paandi,0.0,2026-04-16,2026
TAX-623-3748,RS/582/5B,7439.63,Rajendiran,2472.66,2025-10-05,2026
TAX-623-8181,RS/968/3B,2142.29,Tamizhelvan,119.45,2025-12-23,2026
TAX-623-2918,,7738.87,Kannen,1460.47,2026-05-22,2026
TAX-623-9065,RS/489/3,5014.52,Chinnaswamy,1522.7,2026-09-09,2026
TAX-623-9626,,3053.61,Karuppaswamy,1389.16,2025-09-17,2026
TAX-623-1321,T-809/2C,8473.94,Saravannan,0.0,2026-08-14,2026
TAX-623-9009,T-920/4C,14693.82,Pathmaa,6952.53,2026-01-19,2026
TAX-623-2655,T-551/2D,11565.68,Vellu,5581.95,2026-02-14,2026
TAX-623-9099,T-735/8,3005.36,Kalairasan,1152.63,2026-05-12,2026
TAX-623-2030,T-311/1,5120.94,Vellu,887.72,2026-02-06,2026
TAX-623-7688,SF/202/8,7505.48,Shiva,1299.81,2026-09-11,2026
TAX-623-9646,,13071.04,Maheash,1460.07,2026-07-09,2026
TAX-623-7503,T-181/6B,4428.29,Muthukumaar,500.03,2025-10-16,2026
TAX-623-7521,T-317/8,5069.25,Gopee,2231.55,2025-11-17,2026
TAX-623-4226,SF/779/7C,3018.5,Aiyanar,995.33,2025-09-20,2026
TAX-623-5722,SF/219/5B,2404.75,Venkata,862.87,2025-12-10,2026
TAX-623-4862,SF/873/3B,11309.5,Karthick,3945.01,2026-05-08,2026
TAX-623-9401,SF/956/5A,16762.08,Thankaraj,1556.08,2026-06-09,2026
TAX-623-8011,,5581.05,Baala,2070.83,2025-11-08,2026
TAX-623-6652,T-208/4C,13915.19,Muthukumaar,0.0,2025-11-12,2026
TAX-623-8615,SF/817/4B,7834.54,Baala,411.97,2025-09-03,2026
TAX-623-5703,RS/975/1D,3034.54,Aiyanar,1040.81,2026-06-23,2026
TAX-623-4861,SF/58/6,8613.53,Balasubramaniam,0.0,2026-04-20,2026
TAX-623-2762,T-424/3D,19559.53,Vellu,6313.79,2026-02-03,2026
TAX-623-2965,RS/571/9D,6489.36,Tamizhelvan,1682.24,2025-11-16,2026
TAX-623-6421,RS/766/4,20097.88,Baala,64463.23,2026-08-16,2026
TAX-623-5114,SF/144/2C,286.3,Rajendiran,22.86,2026-07-05,2026
TAX-623-2935,RS/33/9D,12377.77,Chinnaswamy,5055.95,2026-02-19,2026
TAX-623-3174,SF/545/3D,6332.44,Vellu,1605.75,2026-01-03,2026
TAX-623-4450,T-442/5A,5012.46,Aroon,705.9,2025-09-13,2026
TAX-623-3995,T-301/1B,5860.06,Chandraa,7005.45,2026-07-17,2026
TAX-623-5480,RS/546/8C,867.49,Saravannan,161.48,2025-09-29,2026
TAX-623-5694,SF/212/5,5158.83,Tamizhelvan,2174.23,2026-07-12,2026
TAX-623-8238,RS/951/4C,6081.84,Mahalaxmi,0.0,2026-07-11,2026
TAX-623-5523,SF/899/8,22000.26,Karthick,6857.63,2026-04-19,2026
TAX-623-9349,T-835/2,3601.47,Nagrajan,215.59,2025-10-10,2026
TAX-623-4894,T-620/6C,3144.62,Karthick,1524.59,2026-05-29,2026
TAX-623-3026,RS/17/1A,3677.18,Aiyanar,207.23,2025-09-20,2026
TAX-623-8994,T-308/4C,14313.51,Vellu,0.0,2026-05-20,2026
TAX-623-4191,SF/145/4,7229.27,Surase,1050.48,2026-05-02,2026
TAX-623-3939,SF/430/3,4724.67,Shiva,1481.76,2026-09-21,2026
TAX-623-2651,,8664.97,Paandi,61882.63,2026-06-15,2026
TAX-623-8444,T-174/3,6027.41,Kamachi,2618.65,2026-07-07,2026
TAX-623-6272,RS/922/5,12361.11,Kanagammal,3100.47,2025-12-15,2026
TAX-623-7913,SF/825/3,1281.99,Kanagammal,0.0,2025-12-04,2026
TAX-623-7694,T-676/5,3920.21,Palani,16468.05,2026-04-08,2026
TAX-623-7477,,2172.57,Surase,198.86,2025-08-31,2026
TAX-623-7604,SF/856/4,525.94,Anbalagan,0.0,2026-07-17,2026
TAX-623-5749,RS/121/5C,2137.39,Tamizhelvan,802.95,2026-02-11,2026
TAX-623-4523,T-270/2D,1384.72,Karuppaswamy,108.57,2025-08-28,2026
TAX-623-2759,T-730/5,1216.54,Muthukumaar,0.0,2026-08-29,2026
TAX-623-8932,T-763/6B,3074.42,Mutthammal,575.97,2026-04-10,2026
TAX-623-7738,T-171/6,4214.3,Sanmugam,0.0,2025-09-03,2026
TAX-623-6964,,2454.12,Raajaa,804.44,2026-06-09,2026
TAX-623-4312,RS/140/5,887.42,Thankaraj,373.33,2026-01-01,2026
TAX-623-3632,RS/144/3A,1274.88,Balasubramaniam,2187.13,2026-08-29,2026
TAX-623-4800,SF/915/7,1888.89,Kumaar,37048.24,2026-04-12,2026
TAX-623-6682,T-121/9,4002.2,Surase,10470.13,2025-11-26,2026
TAX-623-1159,RS/158/2D,984.4,Paandi,432.48,2025-12-06,2026
TAX-623-3055,T-106/2C,1739.6,Rajendiran,450.33,2026-06-26,2026
TAX-623-6880,RS/927/5C,740.43,Periyaswamy,90.18,2026-05-08,2026
TAX-623-5919,T-500/9B,540.75,Meenachi,0.0,2025-08-22,2026
TAX-623-8925,RS/595/7D,3035.52,Balasubramaniam,1264.89,2025-11-25,2026
TAX-623-3725,T-797/7C,5059.18,Tamizhelvan,933.14,2026-01-09,2026
TAX-623-4423,SF/747/8D,1539.21,Dhinesh,596.83,2026-07-30,2026
TAX-623-2720,RS/470/5D,4481.54,Surase,18392.1,2026-04-30,2026
TAX-623-1882,SF/865/8D,2609.06,Velusamy,16523.98,2025-12-28,2026
TAX-623-5457,RS/637/8C,1017.43,Baala,282.37,2025-10-17,2026
TAX-623-1455,SF/596/5B,2448.37,Marimutthu,704.58,2026-02-27,2026
TAX-623-3379,T-613/7D,5886.76,Vellu,42240.54,2026-07-04,2026
TAX-623-4413,RS/629/2,2537.14,Chelvam,998.73,2026-09-15,2026
TAX-623-7146,T-225/4,6292.55,Surase,2917.41,2026-01-02,2026
TAX-623-2556,RS/570/9B,328.1,Ramaswamy,72.54,2026-02-01,2026
TAX-623-4180,RS/823/5A,3235.09,Nagrajan,1313.77,2026-09-08,2026
TAX-623-4606,T-253/9B,1848.65,Kannen,0.0,2025-09-23,2026
TAX-623-6139,,1375.73,Baala,3129.45,2025-09-11,2026
TAX-623-5688,RS/606/7,2031.13,Shiva,9881.23,2026-07-12,2026
TAX-623-9239,SF/66/6,296.47,Mahalaxmi,115.43,2026-01-14,2026
TAX-623-3844,T-463/5B,1401.78,Jayalaxmi,694.53,2026-05-13,2026
TAX-623-8769,T-55/6B,2580.12,Thankaraj,777.23,2026-03-25,2026
TAX-623-8535,SF/856/3,6904.9,Aroon,2079.93,2025-11-21,2026
TAX-623-7622,RS/825/7A,1365.16,Tamizhelvan,549.74,2025-08-19,2026
TAX-623-6512,SF/189/5A,1008.5,Periyaswamy,439.99,2025-08-27,2026
TAX-623-7504,T-63/9,1117.8,Chelvam,224.13,2026-09-10,2026
TAX-623-1638,RS/187/9,3109.28,Kalaivaani,247.66,2025-11-20,2026
TAX-623-4730,SF/520/3D,2349.68,Venkata,6970.19,2025-11-29,2026
TAX-623-9152,RS/111/6C,1473.79,Paandi,274.97,2025-10-13,2026
TAX-623-1879,T-562/7D,2804.05,Ramaswamy,0.0,2026-01-16,2026
TAX-623-7309,SF/814/7,1771.33,Palani,583.68,2026-03-22,2026
TAX-623-2262,T-589/9B,3928.07,Elangovan,0.0,2026-05-20,2026
TAX-623-5852,RS/414/7A,2626.63,Aroon,415.97,2026-03-21,2026
TAX-623-9969,RS/790/1B,7681.36,Maheash,2357.52,2026-02-07,2026
TAX-623-1363,RS/395/4,4637.65,Tamizhelvan,1304.93,2026-03-02,2026
TAX-623-7655,RS/973/3,1096.86,Aarumugam,14796.7,2025-11-08,2026
TAX-623-1251,SF/922/2,4757.34,Raaman,1628.07,2026-02-17,2026
TAX-623-9394,T-253/5A,2523.12,Nagrajan,20066.61,2025-08-18,2026
TAX-623-2724,,1854.62,Kalairasan,0.0,2026-06-13,2026
TAX-623-4204,T-405/1C,5140.27,Rajendiran,0.0,2025-10-19,2026
TAX-623-8589,,7059.42,Chelvi,18646.69,2025-11-17,2026
TAX-623-5310,SF/405/4,7117.51,Dhinesh,0.0,2026-01-07,2026
TAX-623-8171,RS/449/3A,1881.63,Chelvam,543.87,2025-09-17,2026
TAX-623-2465,RS/944/3,2980.29,Karthick,0.0,2026-08-17,2026
TAX-623-6671,T-200/6C,4786.85,Chinnaswamy,1149.23,2026-01-13,2026
TAX-623-8553,SF/420/9B,7629.4,Dhinesh,1241.23,2026-04-05,2026
TAX-623-6018,RS/4/1D,1826.66,Meenachi,3276.24,2026-07-18,2026
TAX-623-1887,RS/290/7A,2908.49,Sita,0.0,2025-12-12,2026
TAX-623-8389,RS/550/6,1445.45,Anbalagan,356.36,2026-08-29,2026
TAX-623-8842,SF/412/3D,1312.47,Kumaar,266.54,2026-05-03,2026
TAX-623-6310,RS/137/9,7902.51,Marimutthu,900.81,2026-06-27,2026
TAX-623-8551,T-668/8,10403.34,Ramaswamy,4265.07,2026-08-05,2026
TAX-623-3269,T-394/9A,3388.39,Gopee,0.0,2025-09-29,2026
TAX-623-7134,T-788/3C,8461.35,Surase,8752.17,2025-12-01,2026
TAX-623-9703,RS/626/9C,4905.01,Kannen,828.18,2025-12-03,2026
TAX-623-8456,,1719.29,Sarasvati,502.44,2026-09-21,2026
TAX-623-4210,RS/487/6C,4613.45,Baala,1338.92,2026-03-04,2026
TAX-623-1719,T-420/3B,16589.69,Kumaar,284130.7,2026-03-20,2026
TAX-623-5263,SF/902/7A,4382.24,Paandi,0.0,2025-08-17,2026
TAX-623-1578,T-353/6,13147.55,Marimutthu,824.68,2026-06-17,2026
TAX-623-5774,T-202/6,538.91,Raajaa,45.91,2026-07-16,2026
TAX-623-5062,RS/174/6D,8270.66,Sundhar,2808.15,2025-09-20,2026
TAX-623-3991,T-778/8C,4059.3,Kalaivaani,0.0,2025-08-30,2026
TAX-623-9449,,2860.53,Tamizhelvan,1059.0,2025-12-31,2026
TAX-623-7852,RS/274/2A,3638.27,Rajendiran,12080.52,2025-10-18,2026
TAX-623-7603,SF/249/2,692.12,Paandi,5419.54,2026-01-02,2026
TAX-623-3909,SF/160/8C,2971.62,Raaman,40059.31,2026-06-06,2026
TAX-623-8623,SF/94/2,5795.04,Aroon,2306.4,2026-02-18,2026
TAX-623-4065,T-724/3A,13742.82,Anbalagan,2949.2,2026-03-13,2026
TAX-623-5290,RS/148/9B,2261.35,Raaman,0.0,2026-06-25,2026
TAX-623-2375,SF/405/5B,2035.76,Baala,8295.56,2026-03-26,2026
TAX-623-5164,,2354.43,Palani,541.42,2026-02-19,2026
TAX-623-9007,RS/715/2B,7512.0,Aandaal,2993.96,2025-10-09,2026
TAX-623-2221,SF/602/3,4421.4,Karuppaswamy,1675.56,2026-07-04,2026
TAX-623-9028,,2014.43,Velusamy,0.0,2025-12-12,2026
TAX-623-2254,SF/445/3,4918.67,Anbalagan,483.8,2026-04-19,2026
TAX-623-7930,RS/163/5D,3206.22,Gopee,768.66,2025-09-15,2026
TAX-623-4390,SF/500/1,7610.61,Periyaswamy,946.95,2025-11-08,2026
TAX-623-6405,SF/427/8,3384.2,Palani,1002.11,2026-05-19,2026
TAX-623-9821,T-289/6C,10085.25,Ramaswamy,3037.41,2025-10-16,2026
TAX-623-5239,SF/215/6C,8764.49,Sundhar,3959.41,2026-01-06,2026
TAX-623-7089,SF/726/4D,1593.36,Surase,715.97,2026-01-01,2026
TAX-623-6383,T-330/2B,7354.89,Chelvam,1505.99,2026-02-01,2026
TAX-623-1083,T-4/6,4489.65,Marimutthu,0.0,2026-06-13,2026
TAX-623-7959,SF/844/4B,3580.81,Baala,1111.05,2025-09-10,2026
TAX-623-9464,SF/306/5,10207.66,Chinnaswamy,3374.04,2025-11-22,2026
TAX-623-8340,SF/609/8D,14802.42,Ponnamaal,29316.84,2025-12-11,2026
TAX-623-2188,RS/980/1,14148.35,Dhinesh,746.75,2026-08-01,2026
TAX-623-7266,RS/662/6A,3001.56,Nagrajan,649.47,2026-07-20,2026
TAX-623-4634,SF/741/3A,4226.98,Tamizhelvan,27566.23,2025-09-22,2026
TAX-623-9306,RS/347/2A,7745.03,Palani,3135.59,2026-02-12,2026
TAX-623-4381,SF/834/4A,13365.86,Velusamy,5521.31,2025-12-20,2026
TAX-623-2584,T-864/4A,4575.91,Susila,0.0,2026-09-02,2026
TAX-623-7951,T-687/7,5410.28,Chinnaswamy,2333.46,2026-04-02,2026
TAX-623-6819,SF/358/2B,2492.14,Vellu,891.36,2026-06-18,2026
TAX-623-7953,T-289/5B,1898.05,Raaman,8679.68,2025-09-18,2026
TAX-623-3498,SF/457/9D,10943.46,Aroon,0.0,2025-12-08,2026
TAX-623-7093,SF/908/5,19344.15,Karthick,7124.84,2025-11-13,2026
TAX-623-7396,RS/212/8C,5577.34,Karthick,507.46,2026-07-24,2026
TAX-623-6401,,12538.37,Karuppaswamy,0.0,2026-02-23,2026
TAX-623-2934,RS/391/3,8568.58,Surase,0.0,2026-06-05,2026
TAX-623-5763,SF/305/1,2334.02,Vellu,785.96,2026-02-25,2026
TAX-623-8135,,7203.26,Karthick,0.0,2026-04-02,2026
TAX-623-5525,,20962.29,Sundhar,0.0,2026-06-10,2026
TAX-623-5418,T-279/4,6830.5,Murughan,1024.0,2026-02-23,2026
TAX-623-4618,RS/811/4C,21473.45,Periyaswamy,0.0,2026-02-27,2026
TAX-623-1489,T-924/6C,1106.27,Aiyanar,521.11,2025-12-11,2026
TAX-623-5024,,11777.03,Velusamy,85696.19,2026-04-10,2026
TAX-623-8847,RS/462/9D,6254.1,Gopee,1531.66,2026-08-17,2026
TAX-623-4509,SF/844/7,4774.26,Raajaa,2178.66,2026-03-27,2026
TAX-623-1488,T-233/6A,6978.96,Subramanee,1525.43,2026-01-09,2026
TAX-623-8645,T-418/2,1020.79,Velusamy,5217.29,2026-07-16,2026
TAX-623-4750,,4420.15,Raaman,0.0,2026-08-29,2026
TAX-623-2392,RS/124/4,9442.38,Aroon,2408.49,2026-04-30,2026
TAX-623-5958,T-612/5,18879.47,Mahalaxmi,8692.69,2026-09-01,2026
TAX-623-7664,RS/33/8,3440.39,Ramaswamy,1710.78,2025-12-08,2026
TAX-623-3348,RS/28/7,2828.06,Chelvam,667.69,2026-06-04,2026
TAX-623-1241,T-945/2A,3462.41,Sumati,1280.46,2026-07-29,2026
TAX-623-7304,RS/222/7,13860.07,Subramanee,2867.53,2025-10-26,2026
TAX-623-9007,T-670/1,7961.53,Marimutthu,0.0,2026-02-24,2026
TAX-623-6186,SF/6/7D,3340.3,Kumaar,1590.41,2026-07-18,2026
TAX-623-4550,,12234.18,Saravannan,5765.73,2025-10-08,2026
TAX-623-3700,T-25/8A,6938.75,Kannen,0.0,2026-07-05,2026
TAX-623-2863,,13172.11,Anbalagan,5889.4,2026-02-17,2026
TAX-623-4440,SF/929/3,2184.93,Jayaram,262.26,2025-09-29,2026
TAX-623-8779,RS/69/3B,5606.2,Vadivellu,1990.28,2026-04-21,2026
TAX-623-5320,SF/523/1,2407.63,Kamalaa,992.21,2026-03-03,2026
TAX-623-2267,,496.6,Baala,99.58,2025-11-19,2026
TAX-623-2042,SF/150/3D,2917.08,Anbalagan,526.65,2025-08-27,2026
TAX-623-2559,RS/860/6,1456.77,Tamizhelvan,320.07,2026-08-17,2026
TAX-623-2048,T-954/6A,1170.92,Velusamy,5777.26,2026-02-14,2026
TAX-623-4822,RS/615/1A,4295.19,Chinnaswamy,752.92,2026-02-04,2026
TAX-623-4498,RS/666/6,4603.93,Sanmugam,0.0,2026-01-20,2026
TAX-623-4348,T-614/3A,3340.15,Karuppaswamy,0.0,2026-04-17,2026
TAX-623-3376,RS/896/5B,849.67,Vellu,0.0,2026-03-31,2026
TAX-623-1200,T-193/3D,1624.47,Jayaram,0.0,2026-06-28,2026
TAX-623-1083,T-533/3,3615.18,Baala,19227.51,2025-12-16,2026
TAX-623-6230,RS/384/4A,4563.4,Gopee,2140.02,2025-08-23,2026
TAX-623-3068,RS/833/9A,1583.72,Balasubramaniam,253.69,2026-02-13,2026
TAX-623-2991,T-111/8A,1752.56,Subramanee,0.0,2026-02-10,2026
TAX-623-2189,RS/111/9B,986.75,Shiva,329.49,2026-04-01,2026
TAX-623-7359,RS/247/4,988.59,Tamizhelvan,0.0,2026-09-17,2026
TAX-623-5228,RS/781/4,4351.61,Raajaa,543.96,2026-01-25,2026
TAX-623-5606,RS/829/8,7355.18,Manee,1407.08,2025-09-03,2026
TAX-623-6436,SF/4/4C,2515.26,Venkata,229.92,2025-09-28,2026
TAX-623-9505,T-455/8,5616.03,Chelvam,1146.71,2026-04-10,2026
TAX-623-6989,RS/448/9,2756.28,Surase,1211.51,2025-08-19,2026
TAX-623-7346,SF/807/7,1186.14,Sanmugam,411.85,2025-10-24,2026
TAX-623-6859,SF/661/2A,4311.11,Nagrajan,1045.46,2026-02-08,2026
TAX-623-6333,SF/448/5,7828.48,Naagammal,1892.06,2026-09-15,2026
TAX-623-2676,,1759.76,Elangovan,0.0,2025-10-12,2026
TAX-623-4607,T-52/5,7920.31,Kumaar,3650.52,2026-02-22,2026
TAX-623-5471,SF/534/2,361.41,Venkata,71.83,2025-12-23,2026
TAX-623-6298,SF/828/4B,4098.65,Venkata,300.18,2026-07-16,2026
TAX-623-3336,T-955/3,2522.51,Paandi,797.36,2026-09-10,2026
TAX-623-8722,RS/139/3,1547.78,Chinnaswamy,557.7,2026-01-12,2026
TAX-623-4836,SF/728/2C,2295.97,Surase,718.76,2025-09-14,2026
TAX-623-6398,RS/694/7B,532.78,Raaman,2800.73,2026-01-19,2026
TAX-623-5651,RS/130/1,1385.45,Jayaram,374.55,2026-03-28,2026
TAX-623-4302,SF/323/8,2687.11,Nagrajan,0.0,2026-01-17,2026
TAX-623-8845,SF/146/1,6631.58,Elangovan,37066.57,2025-10-09,2026
TAX-623-3748,T-945/2,1488.21,Karthick,300.61,2025-12-17,2026
TAX-623-5814,RS/70/6,1242.9,Vellu,0.0,2026-04-17,2026
TAX-623-1601,,2011.82,Kamalaa,915.88,2026-01-17,2026
TAX-623-7304,,5731.11,Karuppaswamy,100870.05,2026-08-29,2026
TAX-623-3035,T-740/5,3155.13,Gopee,0.0,2025-12-13,2026
TAX-623-8065,SF/200/7B,1316.96,Murughan,343.97,2026-03-12,2026
TAX-623-6011,SF/880/1,2472.85,Karthick,0.0,2025-08-27,2026
TAX-623-7994,T-572/9D,1789.47,Karuppaswamy,882.88,2025-12-01,2026
TAX-623-3803,T-797/4,4894.53,Elangovan,408.01,2025-10-11,2026
TAX-623-6156,,4926.98,Velusamy,1710.52,2025-09-06,2026
TAX-623-8521,T-493/2D,16959.86,Maheash,2452.52,2026-04-23,2026
TAX-623-8348,RS/901/8A,11217.33,Kanagammal,5508.39,2025-08-31,2026
TAX-623-7078,RS/608/7D,1133.89,Kumaar,0.0,2026-08-23,2026
TAX-623-6122,T-664/3,10308.19,Karuppaswamy,36387.33,2025-09-07,2026
TAX-623-1834,SF/630/1D,5904.66,Jayaram,2458.74,2025-10-04,2026
TAX-623-8697,RS/142/2A,4783.14,Surase,0.0,2026-07-28,2026
TAX-623-2345,SF/712/8D,11816.08,Jayalaxmi,1917.5,2026-04-06,2026
TAX-623-6610,,17099.95,Thankaraj,3190.68,2026-04-20,2026
TAX-623-4904,,17155.64,Ponnamaal,3261.05,2025-09-27,2026
TAX-623-3929,T-215/8C,4282.8,Subramanee,427.36,2025-11-06,2026
TAX-623-7204,RS/475/7D,4824.9,Manimagalai,1014.77,2025-11-18,2026
TAX-623-6720,T-889/3,10436.77,Periyaswamy,1943.23,2026-04-17,2026
TAX-623-1948,SF/526/8,15807.29,Gopee,7360.3,2026-06-30,2026
TAX-623-5002,T-207/4,4917.14,Gopee,2357.62,2026-03-31,2026
TAX-623-8882,T-202/7D,6406.07,Aarumugam,45826.82,2026-04-08,2026
TAX-623-6635,T-643/2A,2931.34,Vadivellu,745.26,2026-05-31,2026
TAX-623-1919,,3021.17,Baala,1049.29,2026-01-13,2026
TAX-623-9955,SF/441/1,14997.42,Vasanta,5341.57,2026-05-03,2026
TAX-623-6369,T-807/5D,19190.38,Chinnaswamy,164170.1,2025-08-17,2026
TAX-623-3565,SF/948/7B,7306.14,Dhinesh,0.0,2026-03-03,2026
TAX-623-2444,SF/102/3C,15839.14,Gopee,58894.85,2026-09-17,2026
TAX-623-2353,,9538.99,Periyaswamy,1811.28,2026-05-03,2026
TAX-623-4954,SF/68/5,4284.08,Paandi,1424.82,2025-09-11,2026
TAX-623-8569,,9207.58,Muthukumaar,1426.24,2025-12-13,2026
TAX-623-9784,SF/65/3,25465.2,Jayalaxmi,1565.9,2026-01-02,2026
TAX-623-2494,RS/812/7,7369.5,Anbalagan,47546.75,2026-05-16,2026
TAX-623-1740,T-69/4D,19395.58,Aiyanar,6323.43,2026-03-27,2026
TAX-623-5806,T-364/1C,499.65,Kalairasan,33.79,2026-03-30,2026
TAX-623-1153,SF/608/3A,14968.2,Muthukumaar,6026.68,2026-08-27,2026
TAX-623-7795,RS/252/5B,7590.13,Murughan,32943.63,2026-08-31,2026
TAX-623-8418,RS/157/5,6524.14,Kannen,0.0,2025-10-03,2026
TAX-623-9537,RS/336/3C,7622.73,Maheash,0.0,2026-03-31,2026
TAX-623-5320,RS/326/2,1708.1,Meenachi,494.04,2026-01-16,2026
TAX-623-3868,SF/832/9B,7007.82,Subramanee,2899.31,2026-08-02,2026
TAX-623-2287,RS/759/1,12126.57,Vaalli,0.0,2025-12-15,2026
TAX-623-6979,T-110/5,22937.91,Aiyanar,8886.17,2026-02-07,2026
TAX-623-1504,SF/646/1A,5209.2,Kalairasan,19287.04,2026-07-18,2026
TAX-623-9455,SF/441/4B,3270.29,Chinnaswamy,262.87,2026-04-08,2026
TAX-623-8957,RS/276/4B,4978.01,Elangovan,1067.56,2025-12-15,2026
TAX-623-8070,T-260/3B,15215.03,Paandi,1335.67,2025-08-27,2026
TAX-623-7262,RS/137/4,8550.25,Sarasvati,3739.47,2025-08-22,2026
TAX-623-3280,T-805/2D,5144.7,Raaman,14678.57,2026-03-03,2026
TAX-623-4721,SF/399/6,12525.44,Aroon,1654.11,2026-03-03,2026
TAX-623-9422,RS/475/3,8239.73,Periyaswamy,41294.73,2026-05-21,2026
TAX-623-3551,RS/287/3A,17123.87,Paandi,37744.57,2025-12-07,2026
TAX-623-1265,SF/705/5D,1725.69,Maheash,7056.69,2026-03-10,2026
TAX-623-6282,,8840.53,Sundhar,792.0,2026-06-08,2026
TAX-623-5350,SF/581/2,4196.35,Chelvam,1545.44,2026-07-25,2026
TAX-623-3813,RS/787/9A,744.24,Ramaswamy,340.61,2026-07-07,2026
TAX-623-5692,RS/601/4C,4933.62,Periyaswamy,2425.37,2026-07-05,2026
TAX-623-1592,RS/47/6,2462.73,Kanagammal,420.02,2026-06-23,2026
TAX-623-9994,T-918/3,1428.04,Sundhar,183.54,2025-10-16,2026
TAX-623-8640,RS/736/3,6268.28,Chelvam,785.14,2025-09-30,2026
TAX-623-8220,T-603/8,9052.76,Thankaraj,2486.6,2026-08-30,2026
TAX-623-4440,SF/46/8C,7238.34,Balasubramaniam,2953.94,2025-12-10,2026
TAX-623-4849,SF/516/4B,1744.18,Karuppaswamy,5424.5,2025-09-04,2026
TAX-623-6208,T-586/1C,2505.31,Kumaar,332.32,2025-10-12,2026
TAX-623-3592,RS/232/3,4454.19,Aroon,437.73,2026-01-23,2026
TAX-623-5553,SF/705/2D,7184.78,Maheash,596.06,2026-01-01,2026
TAX-623-3964,SF/217/2,2153.64,Thankaraj,341.15,2026-02-08,2026
TAX-623-9758,,3301.68,Subramanee,24728.15,2025-12-12,2026
TAX-623-8401,RS/286/6,1442.86,Periyaswamy,430.2,2026-09-12,2026
TAX-623-5679,T-130/1,1401.49,Dhinesh,6750.03,2026-01-21,2026
TAX-623-6705,SF/55/9,6684.32,Kalairasan,0.0,2025-08-25,2026
TAX-623-7105,RS/563/3D,8633.15,Balasubramaniam,2510.92,2026-09-15,2026
TAX-623-2909,T-152/8,3338.46,Saravannan,0.0,2026-01-09,2026
TAX-623-9698,SF/794/1D,6188.9,Surase,2908.03,2026-01-25,2026
TAX-623-7370,RS/803/9C,4339.35,Elangovan,692.04,2026-07-09,2026
TAX-623-4894,SF/814/9C,2021.89,Jayaram,10242.66,2025-10-25,2026
TAX-623-1518,RS/503/9D,4041.93,Susila,1193.33,2026-05-05,2026
TAX-623-5206,T-446/8,12273.66,Baala,48447.88,2026-09-05,2026
TAX-623-8318,RS/387/2,2896.34,Anbalagan,8269.67,2026-03-22,2026
TAX-623-2939,SF/417/4,12499.24,Shiva,5811.28,2026-03-18,2026
TAX-623-7652,T-976/9,174.59,Sundhar,32.24,2026-05-31,2026
TAX-623-3854,T-182/9A,7364.71,Rajendiran,70955.5,2026-05-23,2026
TAX-623-1559,RS/249/3C,3675.44,Aarumugam,1318.69,2025-11-17,2026
TAX-623-6100,T-315/7,2472.18,Tamizhelvan,668.96,2025-11-26,2026
TAX-623-7226,SF/842/7,3903.87,Aarumugam,391.93,2026-07-06,2026
TAX-623-6467,,585.87,Dhinesh,87.01,2025-11-18,2026
TAX-623-7195,T-984/9B,2458.76,Surase,1062.84,2025-11-29,2026
TAX-623-5058,RS/340/3A,4767.95,Chinnaswamy,549.29,2025-09-14,2026
TAX-623-3397,,10660.14,Anbalagan,73194.34,2026-06-06,2026
TAX-623-8152,SF/93/2C,2090.09,Baala,404.97,2026-07-09,2026
TAX-623-3733,RS/222/3A,1917.15,Balasubramaniam,13623.67,2025-11-20,2026
TAX-623-3470,T-780/9A,1915.61,Parvati,275.51,2025-08-28,2026
TAX-623-5082,T-914/1,6223.53,Thankaraj,1388.93,2025-10-27,2026
TAX-623-1986,SF/251/7,4675.53,Gopee,1490.04,2026-09-05,2026
TAX-623-4684,SF/904/4A,2431.58,Paandi,1063.08,2026-05-20,2026
TAX-623-5680,T-655/5,4463.82,Vellu,1499.13,2026-05-14,2026
TAX-623-7783,,3162.16,Elangovan,1207.45,2026-08-01,2026
TAX-623-6441,SF/713/5,6729.57,Thankaraj,2546.81,2026-08-10,2026
TAX-623-1665,T-48/9C,2707.75,Gopee,11699.24,2025-10-27,2026
TAX-623-4242,T-91/1A,10745.11,Aroon,4670.56,2025-09-21,2026
TAX-623-8529,,5536.35,Chelvi,860.79,2026-05-23,2026
TAX-623-6796,SF/538/5,1152.04,Kalairasan,498.47,2026-07-25,2026
TAX-623-1682,T-935/9C,5699.37,Mutthammal,2710.54,2026-02-19,2026
TAX-623-3038,RS/463/1B,3460.53,Paandi,817.15,2026-05-22,2026
TAX-623-8462,SF/732/8,2095.05,Rajeswary,0.0,2026-02-21,2026
TAX-623-8441,,5513.15,Anbalagan,34315.1,2026-07-04,2026
TAX-623-5367,T-394/4,9383.32,Muthukumaar,33149.25,2025-10-13,2026
TAX-623-4798,SF/977/3,9531.88,Ramaswamy,1995.5,2025-11-20,2026
TAX-623-9052,SF/418/1B,2476.72,Periyaswamy,23851.72,2026-04-03,2026
TAX-623-6343,SF/533/4,3251.51,Sundhar,831.77,2025-09-28,2026
TAX-623-7865,SF/857/5D,5492.98,Kannen,1320.42,2026-01-15,2026
TAX-623-1043,SF/416/6B,10703.11,Tamizhelvan,1054.82,2026-04-18,2026
TAX-623-3865,RS/101/3D,2662.91,Nagrajan,292.89,2026-05-07,2026
TAX-623-3885,T-921/1D,3705.55,Rajendiran,1074.7,2026-07-27,2026
