doc_number,survey_number,registration_date,area_sqft,seller,buyer,sale_value
SRO/TN/28368,RS/690/4,30/03/2022,147435.83,Zayyan Som,Veluchami,954055.43
SRO/TN/88169,RS/344/3B,23/04/2023,94181.0,Samesh Andra,Arumugam,1450516.68
SRO/TN/95063,RS/132/7C,17/06/2023,58885.21,Osha Chaudhuri,Shiva,0.0
SRO/TN/47273,T-591/7D,18/01/2026,115187.94,Laksh Sahota,Manimagalai,2238644.11
SRO/TN/68077,SF/644/3,26/03/2024,85552.34,Yasti Dalal,Mani,0.0
SRO/TN/46238,T-647/6,11/02/2024,158797.88,Ishaan Cherian,Padma,0.0
SRO/TN/40977,SF/282/2,01/01/2023,21645.99,Rushil Iyengar,Nagarajan,284935.9
SRO/TN/21712,RS/269/3,25/11/2025,71615.99,Saksham Parmar,Balasubramanian,850082.05
SRO/TN/76272,RS/983/2,04/04/2026,43719.41,Chakrika Dyal,Manimegalai,0.0
SRO/TN/77359,RS/629/9,07/10/2024,5119.1,Watika Johal,Venkata,87952.73
SRO/TN/34371,SF/222/6,11/06/2022,37772.03,Ganga Keer,Lakshmi,0.0
SRO/TN/11884,SF/977/2,11/12/2023,22060.4,Agastya Chakraborty,Kannen,399755.32
SRO/TN/51600,RS/985/7,11/09/2022,14678.84,Wakeeta Dixit,Veluchami,162434.97
SRO/TN/70827,RS/638/2B,04/02/2022,47846.18,Yasti Borde,Karuppasamy,680077.02
SRO/TN/61450,RS/619/9,23/05/2024,66516.38,Aahana Kashyap,Marimuthu,1187386.65
SRO/TN/54069,RS/381/3D,08/01/2023,62779.37,Chaman Lalla,Pazhani,227844319.8
SRO/TN/92462,T-218/9,20/01/2025,16183.42,Chandresh Chaudhry,Tamilselvan,17382637.47
SRO/TN/46820,SF/202/1D,03/12/2024,20824.92,Balveer Mannan,Velu,146323.66
SRO/TN/15108,SF/591/1,23/07/2024,30183.81,Dhriti Sandhu,Balasubramanian,572548.45
SRO/TN/93909,SF/918/9B,01/06/2024,65391.88,Girish Bath,Kannan,667585.85
SRO/TN/91619,RS/410/2B,08/06/2022,21759.01,Lakshit Garde,Mahesh,164060.22
SRO/TN/47862,RS/961/2,20/12/2025,26509.44,Ishita Sarma,Karuppasamy,306250.55
SRO/TN/18627,SF/266/1,15/10/2022,12156.0,Girik Pradhan,Periyaswamy,219434.45
SRO/TN/65497,SF/327/3D,01/01/2026,11789.38,Qadim Comar,Nagarajan,195553.46
SRO/TN/15976,RS/678/8,09/06/2023,55274.24,Mugdha Shan,Aarumugam,0.0
SRO/TN/33194,SF/676/4C,06/01/2022,82653.73,Lekha Sridhar,Mani,2702777.29
SRO/TN/79347,SF/676/4C,31/01/2022,82653.73,Mani,Ojas Chowdhury,3149403.23
SRO/TN/42116,RS/214/9B,13/02/2026,27623.93,Daniel Dutta,Nagrajan,412566.46
SRO/TN/49979,SF/939/6A,29/11/2025,61264.67,Omaja Subramanian,Chinnasamy,584141.15
SRO/TN/15244,RS/898/2C,22/11/2025,40486.69,Pratyush Raghavan,Suresh,257441.23
SRO/TN/24166,SF/950/9,02/03/2025,17737.83,Ayush De,Aarumugam,91151.68
SRO/TN/16733,SF/665/7C,23/02/2026,39306.86,Vinaya Chowdhury,Marimuthu,419588.89
SRO/TN/40460,SF/698/1C,20/03/2024,84203.51,Ridhi Batra,Balasubramanian,1337633.55
SRO/TN/72287,SF/698/1C,10/05/2024,84203.51,Balasubramanian,Advika Murthy,1883695.57
SRO/TN/51725,T-415/7A,15/10/2022,28053.74,Udarsh Nigam,Pazhani,619223.59
SRO/TN/51350,T-611/5C,22/01/2025,98209.39,Rachita Kothari,Karthick,0.0
SRO/TN/93447,SF/171/3,29/10/2022,56094.88,Hiral Rajan,Pazhani,0.0
SRO/TN/51930,SF/696/1B,26/03/2026,32289.44,Chatura Apte,Venkat,398449.32
SRO/TN/58260,T-172/3D,01/10/2023,22994.81,Yashasvi Singh,Murugan,511921.28
SRO/TN/44539,RS/374/8,01/12/2023,32077.5,Noah Borde,Vadivel,95762406.22
SRO/TN/35779,T-532/1,18/02/2025,5624.78,Ekani Khosla,Balasubramanian,63512.32
SRO/TN/73120,RS/369/4C,01/10/2022,21713.15,Arunima Bedi,Pazhani,12484078.02
SRO/TN/75580,T-180/5C,26/02/2024,39184.69,Kritika Rau,Anbazhagan,510345.52
SRO/TN/55385,RS/296/2,09/04/2022,98248.9,Farhan Sharaf,Arun,1936410.7
SRO/TN/71755,RS/499/5,04/10/2025,19840.24,Sara Chakrabarti,Ramasamy,242629.97
SRO/TN/84758,RS/361/1,25/08/2026,15519.28,Sanya Mutti,Siva,96739.19
SRO/TN/90269,SF/443/2,29/07/2022,17233.87,Widisha Badami,Subramani,350480.86
SRO/TN/45447,RS/178/7C,27/04/2023,57405.6,Netra Sachar,Periyasamy,677209.58
SRO/TN/32998,RS/559/3A,13/03/2023,39091.58,Aadi Chand,Thankaraj,878498.18
SRO/TN/51491,RS/480/6A,07/09/2022,21323.07,Yashoda Jhaveri,Chinnasamy,371774.54
SRO/TN/28921,T-557/5,21/12/2025,43068.41,Harita Patla,Andal,378573.12
SRO/TN/46436,SF/57/5D,21/05/2026,28974.16,Udant Sha,Arumugam,344637.54
SRO/TN/12421,T-55/4B,12/07/2022,66558.58,Urvashi Patla,Gopi,987516.95
SRO/TN/85315,T-960/1D,05/12/2024,21767.51,Ishaan Chatterjee,Raja,303282.33
SRO/TN/96137,SF/107/8,19/04/2025,64771.01,Aarnav Om,Pandi,922895.92
SRO/TN/83841,T-267/8D,21/12/2021,35435.73,Bishakha Vig,Venkat,229534.06
SRO/TN/12902,T-560/4A,20/07/2022,3821.08,Hitesh Bath,Pazhani,55927.85
SRO/TN/59556,SF/476/7D,19/10/2022,26748.29,Waida Dey,Suresh,328620.49
SRO/TN/24839,T-635/8,14/01/2023,18846.62,Hredhaan Kumar,Rajeswari,821546.7
SRO/TN/72360,T-400/9,13/09/2022,9530.03,Raghav Dara,Raman,282233.82
SRO/TN/76208,T-311/7,21/05/2022,45149.93,Tanveer Shankar,Kannan,53423421.74
SRO/TN/51444,T-539/5,28/10/2023,38259.21,Hamsini Chokshi,Tamilselvan,232173.73
SRO/TN/47864,T-163/4,09/12/2021,42848.5,Chakradhar Dasgupta,Velu,938423.85
SRO/TN/26924,T-914/7D,28/09/2025,12981.37,Tanvi Thaman,Pazhani,24094130.75
SRO/TN/60395,RS/622/1,28/05/2022,17286.93,Wishi Agrawal,Padma,178216.88
SRO/TN/44515,SF/89/1C,10/02/2022,41691.49,Rachita Subramanian,Arun,595515.92
SRO/TN/37425,SF/349/3C,07/08/2023,73671.47,Oscar Dave,Andal,1301420.76
SRO/TN/30416,RS/366/9D,27/11/2023,21248.58,Lila Nagy,Tamilselvan,409696.5
SRO/TN/77400,RS/104/2A,01/10/2023,27412.64,Omya Kothari,Parvathi,363726.98
SRO/TN/90616,SF/894/3,10/09/2024,7096.64,Mitali Oza,Rajendran,157183.42
SRO/TN/43878,RS/432/5,15/07/2026,7124.73,Sneha Deol,Velusamy,0.0
SRO/TN/14890,T-927/1,11/04/2026,33745.26,Nitara Vala,Siva,486862.7
SRO/TN/30224,RS/741/1,25/12/2025,10984.34,Dipta Kalla,Seetha,110506.55
SRO/TN/81417,SF/793/4B,30/05/2026,20112.78,Shaurya Mannan,Saravannan,59692731.56
SRO/TN/10612,SF/441/7B,09/10/2022,59410.7,Kevin Gokhale,Nagarajan,67675651.6
SRO/TN/87964,T-582/1D,16/06/2022,30636.21,Jack Pandey,Arun,0.0
SRO/TN/85003,RS/617/4,13/12/2024,14531.26,Omisha Walla,Chelvi,115368915.84
SRO/TN/30099,SF/455/5,18/11/2021,23832.46,Pahal Arya,Sita,30991374.69
SRO/TN/84730,RS/923/7C,25/05/2026,70615.7,Aryan Raj,Vadivel,60527227.49
SRO/TN/28467,T-451/8,24/05/2025,27938.03,Chatresh Bhalla,Arumugam,416019.69
SRO/TN/69311,T-394/8,16/11/2021,54389.88,Amara Dyal,Mani,714878.18
SRO/TN/79557,RS/33/9D,16/12/2022,17978.94,Zashil Dhingra,Periyasamy,401638.39
SRO/TN/90768,T-445/7D,09/01/2022,12536.07,Chakrika Jani,Rajendran,149729.54
SRO/TN/32563,RS/435/9,15/09/2023,30369.05,Jagrati Sethi,Dinesh,528054.66
SRO/TN/92066,RS/40/5,21/06/2023,3178.69,Udarsh Ramachandran,Lakshmi,2219742.05
SRO/TN/86051,RS/18/8,18/03/2024,17210.61,Yasti Mani,Rajeswari,17909046.14
SRO/TN/45817,RS/185/5D,18/04/2026,23427.84,Lakshmi Ram,Siva,447507.34
SRO/TN/57917,SF/671/1,10/05/2025,84235.48,Dhriti Bhagat,Ramasamy,939340.36
SRO/TN/36816,RS/17/6B,24/03/2025,22137.25,Zayan Jain,Siva,643728.75
SRO/TN/27742,RS/585/6D,03/07/2025,18127.16,Umang Pillai,Chinnasamy,198081.37
SRO/TN/37436,RS/966/5B,22/07/2024,13145.84,Rishi Menon,Bala,231417.76
SRO/TN/47601,RS/524/9D,12/03/2022,27307.15,Peter Borde,Selvam,235289.0
SRO/TN/56462,SF/579/9B,02/04/2026,32309.68,Oscar Varkey,Pathmaa,627152.71
SRO/TN/57446,T-533/8,09/01/2023,18701.74,Krishna Baria,Shiva,131740.96
SRO/TN/99686,T-996/2C,29/11/2024,40362.8,Arya Lalla,Sanmugam,685783.66
SRO/TN/28334,T-496/4A,27/08/2024,23710.5,Naveen Kumer,Chinnasamy,0.0
SRO/TN/89286,SF/419/7B,07/01/2026,37051.39,Ganga Shukla,Pazhani,75318012.64
SRO/TN/92573,RS/761/2,26/09/2022,111984.49,Balveer Dube,Muthukumar,1172667.09
SRO/TN/53745,RS/363/3A,01/07/2024,444951.53,Charan Mitra,Muthammal,6118785.02
SRO/TN/70958,SF/740/1,15/03/2023,242916.04,Ishita Bora,Gopee,15436326.42
SRO/TN/54419,T-138/3C,04/01/2024,44430.69,Thomas Gour,Periyasamy,501598.16
SRO/TN/42524,T-465/7,12/11/2022,244048.29,Yashasvi Dutta,Ilangovan,0.0
SRO/TN/38200,RS/776/3,20/07/2024,147800.73,Netra Chanda,Rajeswari,2906038.7
SRO/TN/56927,SF/295/5A,19/09/2025,121607.96,Timothy Kala,Suresh,0.0
SRO/TN/58829,T-925/1B,28/06/2026,298152.5,Garima Patel,Selvam,5783950.55
SRO/TN/45653,RS/303/2C,10/01/2022,439545.26,Tejas Wali,Dinesh,9345862.99
SRO/TN/17929,T-120/6D,15/08/2022,397699.63,Aditya Contractor,Kannan,5309700.46
SRO/TN/19022,T-689/2C,16/07/2022,99520.87,Sanaya Khosla,Suresh,188966325.13
SRO/TN/50309,T-677/1C,22/12/2021,159829.49,Balveer Nagi,Arumugam,2297780.01
SRO/TN/33957,SF/204/2B,19/02/2025,213030.39,Ishaan Raju,Aroon,3309075.3
SRO/TN/76782,RS/705/5B,03/07/2026,398949.42,Barkha Bakshi,Karthik,5753640.27
SRO/TN/29539,SF/897/5C,14/12/2021,130035.66,Yoshita Trivedi,Venkat,2447772.5
SRO/TN/71531,RS/430/8,05/06/2022,149752.65,Vidhi Bassi,Selvam,1245529.36
SRO/TN/80866,SF/298/5B,16/05/2025,82159.23,Reyansh Nagi,Jeyaram,1019492.36
SRO/TN/41275,RS/436/7,05/03/2022,103817.28,Gopal Ganesh,Bala,1585533.86
SRO/TN/72037,T-897/3B,21/06/2025,319054.16,Dominic Kade,Mahesh,298314487.19
SRO/TN/48441,SF/822/7,13/08/2022,656857.09,Panini Chawla,Balasubramaniam,0.0
SRO/TN/60599,T-406/4,22/12/2021,155606.17,Radhika Bora,Saraswathi,3240490.26
SRO/TN/93927,T-105/9A,25/07/2026,436680.98,Arjun Sharaf,Raman,9786720.49
SRO/TN/66999,SF/833/7C,08/07/2022,249779.21,Baljiwan Chahal,Pazhani,4742892.62
SRO/TN/14258,SF/833/7C,28/08/2022,249779.21,Pazhani,Chatura Gokhale,6549610.4
SRO/TN/46044,T-620/3,29/06/2022,105803.97,Ekavir Kari,Muthammal,0.0
SRO/TN/97797,SF/310/5A,03/07/2022,232276.14,Nikita Rama,Bala,4701776.97
SRO/TN/28319,T-286/8,23/05/2024,689870.94,Nidhi Sant,Mani,836341163.69
SRO/TN/26004,T-732/2A,08/06/2022,183023.22,Anay Ramachandran,Velusamy,3416808.59
SRO/TN/97858,RS/148/2,04/12/2024,660952.97,Abeer Bhatnagar,Tamilselvan,8080651.4
SRO/TN/59088,T-741/4,08/01/2024,11595.3,Elijah Parmar,Valli,0.0
SRO/TN/76704,RS/893/1,22/04/2023,412620.54,Bimala Mitra,Bala,3012516.97
SRO/TN/70112,T-495/9B,11/02/2024,196264.75,Baghyawati Sarma,Kalaiarasan,195508598.91
SRO/TN/31330,SF/533/2,03/08/2026,141258.53,Megha Balasubramanian,Nagarajan,1265777.13
SRO/TN/66971,RS/121/7,07/08/2026,203326.84,Naksh Walla,Anbazhagan,3957509.6
SRO/TN/25449,RS/536/4D,13/11/2025,34135.56,Laban Raman,Tamilselvan,229057.26
SRO/TN/69683,SF/169/9C,26/08/2022,181221.77,Maanas Misra,Gopi,2649436.47
SRO/TN/84829,SF/711/2B,03/08/2025,193114.48,Advay Dhaliwal,Lakshmi,4387175.96
SRO/TN/72348,RS/644/1,27/05/2025,655433.46,Benjamin Ahluwalia,Chandra,4890579.96
SRO/TN/40653,T-555/4,23/03/2025,130721.65,Frederick Mody,Ramasamy,0.0
SRO/TN/46087,T-785/7,21/05/2023,90061.98,Hemangini Kakar,Kannan,1126257.99
SRO/TN/59084,T-151/3,25/02/2022,110332.67,Yauvani Dhar,Ramasamy,1289860.36
SRO/TN/62016,RS/724/8,17/07/2024,434691.92,Qarin Kant,Manimegalai,2087694.02
SRO/TN/31772,RS/502/5C,20/07/2023,237842.69,Rishi Contractor,Kumar,5517521.12
SRO/TN/51584,T-435/4B,27/09/2024,139063.13,Chatura Shenoy,Muthukumar,117998004.32
SRO/TN/32383,T-200/1B,16/08/2024,272325.16,Bina Bhavsar,Raaman,0.0
SRO/TN/80021,RS/658/8A,23/01/2023,188795.36,Guneet Hora,Balasubramanian,2249970.73
SRO/TN/32858,T-648/8A,05/01/2024,421979.22,Ganga Parikh,Sundar,4972449.82
SRO/TN/30203,SF/723/3D,07/09/2022,21774.51,Wahab Chaudhry,Mahalakshmi,176804.26
SRO/TN/10586,T-285/4C,25/11/2021,118724.42,Ekaraj Hari,Siva,0.0
SRO/TN/65606,RS/427/1,30/12/2022,69164.19,Vedika Seshadri,Kumar,0.0
SRO/TN/37116,T-518/7,02/08/2025,14529.11,Damini Dua,Murughan,164675.83
SRO/TN/47689,T-89/8,09/07/2023,54955.52,Diya Sangha,Pandi,0.0
SRO/TN/76716,SF/223/6A,07/04/2022,36762.38,Aayush Munshi,Sundar,67247910.22
SRO/TN/58901,RS/183/5,14/09/2022,28366.0,Timothy Sarin,Arun,476858.86
SRO/TN/90754,RS/95/8,22/03/2024,85956.2,Jagvi Desai,Dinesh,0.0
SRO/TN/59494,T-395/3B,26/12/2021,124213.36,Varsha Shere,Kumar,1857706.43
SRO/TN/47686,T-565/5,19/10/2022,97894.98,Jagrati Mody,Dinesh,1558681.36
SRO/TN/26635,RS/144/8B,21/08/2025,25216.27,Ikbal Gill,Aarumugam,169648.8
SRO/TN/13876,SF/936/6,21/02/2026,42207.08,Avni Dey,Selvam,41841292.11
SRO/TN/46049,T-409/8D,07/04/2024,56180.13,Adya Bose,Elangovan,43339683.87
SRO/TN/15586,T-111/7A,25/05/2025,101280.87,Anirudh Tripathi,Murugan,1491028.38
SRO/TN/94507,T-204/3,19/10/2022,32845.72,Nidhi Kala,Maheash,441365.72
SRO/TN/92530,RS/170/8,11/02/2024,46788.84,Abha Zacharia,Raajaa,1010314.5
SRO/TN/74922,SF/158/9D,29/08/2022,22335.95,Manthan Pau,Karthik,395069.44
SRO/TN/11589,T-386/8C,14/01/2024,25633.9,Udant Mannan,Velusamy,549992.28
SRO/TN/82707,T-748/7B,27/01/2025,84634.07,Ucchal Thaker,Veluchami,600529.2
SRO/TN/61745,T-843/1B,19/10/2024,133573.33,Mekhala Patla,Saravanan,1749266.71
SRO/TN/68973,SF/348/7C,13/04/2024,47437.05,William Gandhi,Murugan,643294.22
SRO/TN/63608,SF/477/2,05/10/2023,109330.01,Sanaya Dutta,Rajendiran,4156863.6
SRO/TN/60753,T-412/7D,16/01/2023,62261.63,Madhav Sule,Kalaivani,0.0
SRO/TN/96869,RS/730/6D,30/04/2022,29245.52,Banjeet Kanda,Marimuthu,56840496.59
SRO/TN/43335,T-746/8A,02/11/2023,64096.76,Vincent Bhatnagar,Nagarajan,58896675.64
SRO/TN/49981,RS/346/5D,31/03/2025,185096.67,Kala Kaur,Balasubramanian,3120275.15
SRO/TN/10116,T-115/6C,08/07/2026,49100.18,Samuel Vasa,Kalaivaani,812500.51
SRO/TN/96219,RS/915/5,07/12/2023,179122.81,Lipika Singh,Pathmaa,2405754.27
SRO/TN/95443,T-742/2A,27/10/2025,2572.68,Chakradhar Baral,Arumugam,24514.43
SRO/TN/31819,RS/739/2D,02/07/2022,90893.49,Harshil Verma,Veluchami,1920585.98
SRO/TN/96188,SF/711/1,27/11/2021,52882.61,Adya Ghosh,Ramasamy,31779712.79
SRO/TN/90899,SF/620/7,27/11/2022,41123.7,Kritika Pau,Venkat,0.0
SRO/TN/44711,T-810/6,06/02/2024,54087.52,Zansi Krishnamurthy,Kannen,313402.62
SRO/TN/73327,RS/651/6B,04/06/2023,10282.0,Udant Varty,Balasubramanian,115629.74
SRO/TN/70825,T-511/4B,30/11/2021,45822.78,Ira Pai,Marimuthu,508871.82
SRO/TN/55958,RS/86/4C,08/07/2023,49265.29,Vasatika Ahuja,Mani,869092.32
SRO/TN/83658,SF/640/6B,16/05/2023,157218.92,Ria Gandhi,Sundar,1020498.21
SRO/TN/85611,SF/114/5,06/06/2025,31900.65,Faraj Varkey,Karuppasamy,630931.82
SRO/TN/96102,T-781/6B,13/11/2022,21938.01,Siddharth Doctor,Jeyaram,0.0
SRO/TN/57269,SF/410/5,27/10/2021,30413.83,Nakul Pathak,Marimuthu,0.0
SRO/TN/86896,RS/421/4C,07/05/2024,123883.12,Victor Sachdeva,Nagarajan,2640202.71
SRO/TN/86908,RS/625/4,26/07/2026,61467.9,Ishaan Subramaniam,Annamma,466845.26
SRO/TN/40124,SF/871/3A,04/11/2023,34445.99,Varenya Kade,Kalaiarasan,799763.7
SRO/TN/67190,SF/816/3A,04/03/2024,73928.51,Nirja Bains,Baala,1057000.7
SRO/TN/28094,SF/8/1C,28/08/2022,55135.39,Caleb Datta,Kumaar,296297.63
SRO/TN/38577,T-663/9C,12/05/2022,118163.62,Krish Vala,Nagammal,0.0
SRO/TN/64535,T-645/8A,29/08/2022,40072.6,Manan Bhalla,Murugan,42397085.27
SRO/TN/25068,RS/216/5,07/05/2025,151685.09,Aarna Gole,Pandi,0.0
SRO/TN/78746,RS/582/5B,27/09/2022,80079.43,Anirudh Mander,Rajendran,627031.17
SRO/TN/47214,RS/968/3B,20/01/2025,23059.4,Tarak Sen,Tamilselvan,374334.98
SRO/TN/68340,RS/264/4,13/01/2025,83300.42,Vasatika Garde,Kannan,1006117.11
SRO/TN/79112,RS/489/3,03/10/2023,41686.22,Nirja Dhar,Chinnasamy,290924.14
SRO/TN/49981,T-494/3A,22/10/2021,32868.75,Yasti Lalla,Karuppasamy,475955.16
SRO/TN/91459,T-809/2C,13/04/2023,91212.64,Hema Setty,Saravanan,0.0
SRO/TN/51771,T-920/4C,26/04/2022,158162.81,Victor Radhakrishnan,Pathmaa,2247103.86
SRO/TN/29093,T-551/2D,17/09/2023,124491.82,Kevin Chopra,Velu,1239089.44
SRO/TN/45449,T-735/8,09/06/2025,32349.39,Samaksh Virk,Kalaiarasan,342133.51
SRO/TN/61331,T-311/1,27/11/2025,55121.29,Mason Char,Velu,770290.6
SRO/TN/80160,SF/202/8,10/02/2023,80788.24,Vamakshi Barad,Siva,863756.32
SRO/TN/48899,RS/882/2C,28/05/2023,140695.37,Girik Subramaniam,Maheash,1097667.36
SRO/TN/75758,T-181/6B,09/12/2023,47665.67,Aarav Sankar,Muthukumar,864121.25
SRO/TN/31585,T-317/8,18/07/2023,54564.9,Kamala Bassi,Gopi,2579290.71
SRO/TN/22198,SF/779/7C,30/08/2025,25005.72,Veer Subramaniam,Ayyanar,189623.04
SRO/TN/12944,SF/219/5B,30/01/2026,31342.86,Inaya Chaudhari,Venkata,666276.99
SRO/TN/83416,SF/873/3B,24/06/2024,121734.33,Krish Kumar,Karthik,1979408.07
SRO/TN/16293,SF/873/3B,08/07/2024,121734.33,Karthik,Viraj Chacko,2462516.82
SRO/TN/53095,SF/956/5A,20/02/2025,180425.35,Nilima Kurian,Thangaraj,2114560.32
SRO/TN/41013,T-403/7,24/04/2024,60073.86,Abdul Amble,Bala,1296617.38
SRO/TN/95745,T-208/4C,18/07/2026,149781.71,Zinal Amble,Muthukumar,0.0
SRO/TN/66932,SF/817/4B,09/07/2022,84330.21,Samesh Mutti,Bala,467372.1
SRO/TN/98304,RS/975/1D,18/05/2023,32663.49,Janaki Chhabra,Ayyanar,472794.87
SRO/TN/54098,SF/58/6,26/04/2026,92715.18,Pooja Kulkarni,Balasubramanian,0.0
SRO/TN/30973,T-424/3D,05/05/2022,210536.82,Pallavi Pau,Velu,2102066.72
SRO/TN/52057,RS/571/9D,25/12/2022,69850.82,Mekhala Jani,Tamilselvan,1558180.28
SRO/TN/75437,RS/766/4,20/08/2024,216331.57,Vasudha Gola,Baala,364947409.31
SRO/TN/19586,SF/144/2C,22/06/2022,3081.7,Veda Kulkarni,Rajendran,54759.46
SRO/TN/75020,RS/33/9D,30/06/2023,133233.08,Hemangini Rao,Chinnaswamy,2233523.07
SRO/TN/31005,SF/545/3D,21/07/2023,68161.75,Jagat Karpe,Velu,371055.53
SRO/TN/97326,T-442/5A,07/05/2022,53953.62,Neel Chaudhry,Arun,1133817.86
SRO/TN/17955,T-301/1B,21/06/2024,63077.1,Yashoda Rattan,Chandra,42525328.96
SRO/TN/93457,RS/546/8C,11/05/2022,9337.58,Charles Dyal,Saravanan,119330.92
SRO/TN/58298,SF/212/5,09/05/2022,55529.13,Abdul Chand,Tamilselvan,410492.31
SRO/TN/97390,RS/951/4C,12/11/2024,65464.32,Urishilla Saran,Mahalakshmi,0.0
SRO/TN/72149,SF/899/8,27/07/2026,236808.6,Devansh Lall,Karthik,3112508.44
SRO/TN/26666,T-835/2,20/07/2024,38765.86,Kamala Buch,Nagarajan,216283.65
SRO/TN/63480,T-620/6C,21/12/2023,33848.38,Leena Rattan,Karthik,610441.27
SRO/TN/82701,RS/17/1A,14/01/2026,39580.8,Dakshesh Gill,Ayyanar,697353.16
SRO/TN/42312,T-308/4C,07/12/2021,125686.62,Reva Anne,Velu,0.0
SRO/TN/51785,SF/145/4,03/11/2024,77815.14,Zarna Mangal,Suresh,1542332.99
SRO/TN/48011,SF/430/3,19/05/2024,50855.88,Bahadurjit Uppal,Shiva,1615246.55
SRO/TN/36149,RS/931/5B,20/02/2023,93268.87,Omkaar Banik,Pandi,125780059.73
SRO/TN/68858,T-174/3,25/08/2022,64878.44,William Acharya,Kamakshi,807244.28
SRO/TN/63416,RS/922/5,27/12/2023,133053.75,Gabriel Majumdar,Kanakammal,2522241.08
SRO/TN/88115,SF/825/3,04/10/2023,13799.21,Ira Rana,Kanagammal,0.0
SRO/TN/12927,T-676/5,26/08/2025,42196.75,Sai Vasa,Pazhani,50175459.05
SRO/TN/10279,RS/433/6C,06/12/2025,23385.33,Ekapad Chana,Suresh,520662.34
SRO/TN/49319,SF/856/4,09/02/2023,5661.17,Ijaya Palan,Anbazhagan,0.0
SRO/TN/75047,RS/121/5C,25/08/2023,23006.65,Upkaar Hayer,Tamilselvan,150889.33
SRO/TN/50556,T-270/2D,06/10/2024,14904.99,Netra Agrawal,Karuppasamy,512097.8
SRO/TN/49980,T-730/5,03/01/2026,13094.71,Parth Ray,Muthukumaar,0.0
SRO/TN/28247,T-763/6B,18/07/2025,33092.75,Elijah Thakur,Muthammal,745630.0
SRO/TN/24258,T-171/6,18/10/2022,45362.3,Harini Dada,Shanmugam,0.0
SRO/TN/35522,RS/879/4,11/04/2023,37564.72,Zashil Savant,Raja,319755.59
SRO/TN/36614,RS/140/5,13/01/2024,9552.1,Veda Kohli,Thangaraj,158906.05
SRO/TN/60763,RS/144/3A,09/05/2026,13722.68,Tara Sharma,Balasubramaniam,14232158.57
SRO/TN/44802,SF/915/7,13/02/2025,20331.82,Vasatika Dada,Kumar,308780157.38
SRO/TN/70479,T-121/9,21/08/2026,43079.28,Ekansh Raja,Suresh,127593859.18
SRO/TN/11043,RS/158/2D,12/04/2023,14146.24,Victor Mutti,Pandi,549965.68
SRO/TN/46627,T-106/2C,17/06/2025,18724.88,Ira Varty,Rajendran,292257.86
SRO/TN/92521,RS/927/5C,11/08/2022,7969.91,Adya Kothari,Periyasamy,122110.42
SRO/TN/61180,T-500/9B,03/05/2022,6971.78,Girik Rastogi,Meenakshi,0.0
SRO/TN/72712,RS/595/7D,07/05/2025,32674.03,Faqid Gokhale,Balasubramanian,2093608.66
SRO/TN/21190,T-797/7C,05/03/2023,54456.51,Dipta Pandya,Tamizhelvan,1122615.72
SRO/TN/61938,SF/747/8D,23/02/2022,16567.9,Amruta Goswami,Dinesh,132644.09
SRO/TN/66439,RS/470/5D,11/06/2026,48238.85,Wishi Iyengar,Suresh,77469756.08
SRO/TN/66899,SF/865/8D,13/04/2022,28083.66,Wyatt Lanka,Veluchami,41677083.93
SRO/TN/96409,RS/637/8C,19/05/2024,10951.51,Veer Jain,Baala,242938.72
SRO/TN/95486,SF/596/5B,16/01/2026,26354.01,Ishani Dugal,Marimuthu,174130.08
SRO/TN/19731,T-613/7D,05/03/2026,63364.5,Jagdish Brar,Velu,77800847.7
SRO/TN/27280,RS/629/2,17/07/2022,27309.52,Abeer Basak,Selvam,422592.32
SRO/TN/30883,T-225/4,02/06/2025,67732.38,Kamya Murty,Suresh,673056.02
SRO/TN/32693,RS/570/9B,09/03/2024,3531.64,Anvi Swaminathan,Ramasamy,23816.91
SRO/TN/37006,RS/823/5A,23/09/2022,34822.19,Yasti Mammen,Nagarajan,444076.29
SRO/TN/36952,T-253/9B,21/01/2022,19898.68,Tristan Dave,Kannan,0.0
SRO/TN/24448,T-234/6C,08/01/2022,14808.22,Pallavi Sridhar,Baala,19748179.69
SRO/TN/50501,RS/606/7,14/03/2024,21862.88,Yadavi Palan,Siva,141753755.52
SRO/TN/81836,SF/66/6,29/09/2022,3191.17,Owen Shankar,Mahalakshmi,32424.99
SRO/TN/70909,SF/66/6,31/10/2022,3191.17,Mahalakshmi,Zarna Sharma,38369.01
SRO/TN/41680,T-463/5B,20/06/2025,15088.62,Abhiram Arora,Jayalakshmi,325372.42
SRO/TN/19990,T-55/6B,18/08/2026,23184.58,Ladli Chaudhuri,Thangaraj,446561.39
SRO/TN/15788,SF/856/3,28/04/2023,74323.65,Janaki Lad,Arun,1459042.11
SRO/TN/18661,SF/856/3,27/05/2023,74323.65,Arun,Adya Khalsa,1715579.76
SRO/TN/25441,RS/825/7A,20/10/2022,14694.45,Urishilla Oza,Tamizhelvan,297497.74
SRO/TN/28507,SF/189/5A,24/11/2023,10855.39,Qarin Tara,Periyasamy,145236.24
SRO/TN/65945,T-63/9,09/08/2026,12031.89,Shivansh Saini,Selvam,95355.2
SRO/TN/26048,T-63/9,02/10/2026,12031.89,Selvam,Janya Rattan,124503.48
SRO/TN/44615,RS/187/9,09/03/2023,33467.98,Shravya Gole,Kalaivani,333813.5
