doc_number,survey_number,registration_date,area_sqft,seller,buyer,sale_value
SRO/CH/28131,22/F-825,24/05/2022,6315.18,Qarin Sankar,Manjeet,62800444.22
SRO/CH/80244,22/K-826,06/11/2021,3141.55,Dalaja Balay,Suresh,105300295.5
SRO/CH/29510,S22/G-827,01/04/2023,1652.15,Atharv Nayar,Amarjeet,28550865.81
SRO/CH/33550,S22/G-828,08/11/2025,1162.5,Tarak Bala,Prakash,23076517.63
SRO/CH/37577,22/N-829,11/05/2023,1451.51,Radha Sane,Raj,27373298.92
SRO/CH/52818,22/H-830,10/05/2026,2491.2,Ikbal Rama,Rajinder,76970180.25
SRO/CH/17756,22/R-831,09/05/2024,1927.17,Ubika Samra,Mandeep,39842241.96
SRO/CH/35258,22/U-832,07/11/2024,1165.84,Nicholas Raj,Vikram,23936336.02
SRO/CH/21211,22/B-833,25/08/2026,1599.62,Wazir Deo,Lakhveer,27237751.75
SRO/CH/92440,22/B-833,24/10/2026,1599.62,Lakhveer,Avni Mahal,33940625.48
SRO/CH/46578,22/V-834,20/03/2025,3033.37,Zaid Merchant,Sandip,40443139.2
SRO/CH/61232,Sec-22/M-835,12/04/2024,1942.88,Megha Barad,Sukhwinder,16549590.1
SRO/CH/61061,S22/Q-836,04/04/2025,1241.72,Janaki Luthra,Baljeet,26472149.84
SRO/CH/24409,S22/M-837,24/09/2023,823.55,Advik Dash,Jaswinder,15721819.21
SRO/CH/81509,22/T-838,18/11/2021,490.51,Ekani Lalla,Simran,6784499.9
SRO/CH/94620,22/R-839,27/11/2023,2492.27,Sachi Shere,Kuldeep,45103518.93
SRO/CH/65838,Sec-22/G-840,10/12/2025,2718.21,Ria Andra,Harjeet,36319320.59
SRO/CH/50424,22/P-841,27/05/2022,388.25,Balhaar Parmer,Mandeep,5220871.12
SRO/CH/94731,Sec-22/D-842,05/04/2024,4346.68,Tejas Rege,Karan,481587380.21
SRO/CH/37896,22/W-843,09/09/2026,1963.77,Fariq Malhotra,Gurmeet,76985380.13
SRO/CH/57270,Sec-22/E-844,06/06/2022,3839.27,Devansh Sastry,Jasleen,373794789.15
SRO/CH/79440,Sec-22/H-845,01/03/2024,435.4,Aarna Majumdar,Arjun,3682855.32
SRO/CH/14090,22/P-846,04/05/2024,446.27,Warda Datta,Jaswinder,7499004.66
SRO/CH/23127,Sec-22/P-847,06/08/2026,1100.07,Owen Din,Karan,14743099.05
SRO/CH/87958,Sec-22/P-847,22/08/2026,1100.07,Karan,Viraj Contractor,20275670.6
SRO/CH/24159,22/W-848,26/05/2024,1814.58,Qarin Toor,Harjit,16037347.19
SRO/CH/26915,S22/P-849,09/12/2021,5238.47,Edhitha Barman,Harsimran,438966643.38
SRO/CH/20753,Sec-22/S-850,20/03/2026,2208.21,Darsh Lad,Jasleen,26626541.0
SRO/CH/10515,S22/G-851,23/03/2022,1048.73,Amol Pandit,Satinder,36280382.77
SRO/CH/46493,S22/U-852,26/07/2022,512.58,Wahab Palla,Ashok,21489804.25
SRO/CH/25251,Sec-22/E-853,20/08/2025,3417.32,Faras Tripathi,Taranjeet,153552709.88
SRO/CH/89729,S22/L-854,29/04/2022,596.54,Isaiah Vaidya,Ranjeet,7476257.85
SRO/CH/42981,Sec-22/W-855,02/05/2022,4569.6,Warjas Jani,Gurmeet,72366354.79
SRO/CH/42173,Sec-22/P-856,25/05/2025,1086.72,Kamya Sagar,Pooja,20351461.87
SRO/CH/68285,Sec-22/K-857,08/09/2023,4514.27,Pooja Mandal,Manjeet,97278612.52
SRO/CH/24466,22/F-858,17/02/2022,2156.66,Aryan Narain,Anita,35125133.98
SRO/CH/49456,22/D-859,16/09/2023,1154.0,Gautami Reddy,Ravinder,14099507.51
SRO/CH/64835,Sec-22/C-860,21/09/2022,836.14,Upma Menon,Satinder,7663775.29
SRO/CH/86980,S22/K-861,15/07/2024,1030.43,Naveen Pillay,Manjeet,12981451.02
SRO/CH/19871,22/W-862,02/09/2022,1771.42,Bina Doctor,Narinder,162638054.96
SRO/CH/13988,22/A-863,24/10/2021,1359.91,Hitesh Kakar,Manjeet,79992650.2
SRO/CH/43417,S22/E-864,31/05/2022,801.48,Yasti Trivedi,Taranjit,16445603.32
SRO/CH/27779,Sec-22/D-865,29/07/2026,782.0,Tanveer Radhakrishnan,Baljeet,32434623.03
SRO/CH/51175,Sec-22/U-866,17/02/2025,1531.49,Mason Raj,Aneeta,121772986.74
SRO/CH/68230,S22/F-867,19/05/2024,828.39,Faras Kapur,Amrik,12345725.33
SRO/CH/63221,22/U-868,24/11/2022,548.31,Jairaj Wable,Arjun,56133028.48
SRO/CH/53177,S22/U-869,16/03/2022,365.0,Urmi Vohra,Gurdeep,5873956.46
SRO/CH/86956,Sec-22/N-870,27/08/2024,237.34,Edhitha Luthra,Rajesh,6890745.29
SRO/CH/34617,22/R-871,06/06/2026,1173.27,Chaaya Kohli,Davinder,24872594.68
SRO/CH/88370,22/R-872,06/12/2023,1177.14,Xavier Pathak,Surinder,14222406.33
SRO/CH/36290,S22/G-873,22/12/2024,198.27,Tamanna Murty,Jagdish,1520791.65
SRO/CH/74621,S22/C-874,07/07/2026,2146.54,Wridesh Saxena,Harsimran,34958026.85
SRO/CH/55870,S22/D-875,08/12/2023,968.64,Janaki Buch,Balveer,17693863.98
SRO/CH/28692,S22/H-876,22/03/2026,1883.9,Yashasvi Bose,Gurpreet,16322483.59
SRO/CH/98414,22/L-877,07/05/2025,196.55,Veda Karpe,Jasmeen,1658929.99
SRO/CH/94825,S22/N-878,17/10/2025,208.17,Omya Karpe,Mohan,2841155.79
SRO/CH/56178,Sec-22/U-879,10/12/2025,519.14,Yash Reddy,Daljeet,5250596.29
SRO/CH/61525,22/Q-880,05/02/2025,794.91,Abha Mangat,Satinder,12758269.82
SRO/CH/13954,Sec-22/U-881,23/04/2022,2560.95,Dipta Dalal,Mohan,20900632.57
SRO/CH/63877,22/R-882,17/10/2024,1072.41,Nilima Sama,Harpreet,29668452.63
SRO/CH/77651,22/G-883,14/07/2022,475.87,Warda Hora,Amarjeet,7031811.04
SRO/CH/90100,22/D-884,22/06/2023,279.54,Sudiksha Aurora,Vikram,5284933.32
SRO/CH/46863,S22/R-885,24/11/2025,1734.06,Jai Sahota,Jagtar,129566460.52
SRO/CH/50552,S22/D-886,05/09/2026,375.98,Upma Chaudhuri,Rajesh,6710983.22
SRO/CH/97717,S22/G-887,29/11/2024,2433.93,Bahadurjit Sankar,Rajesh,141729671.51
SRO/CH/68104,22/K-888,01/08/2025,605.36,Ojas Bora,Mohan,4172900.04
SRO/CH/38303,22/J-889,09/10/2024,2133.84,Yutika Wagle,Daljeet,28598082.59
SRO/CH/49357,Sec-22/Q-890,10/03/2026,907.93,Pahal Pandya,Mohun,17253371.34
SRO/CH/22555,S22/U-891,11/04/2025,518.82,Neelima Khurana,Jagdish,4716024.34
SRO/CH/11328,22/L-892,06/12/2023,405.26,Jagat Nayar,Prakash,7044353.75
SRO/CH/23354,Sec-22/J-893,18/10/2024,527.97,Hritik Bath,Jaswinder,16124075.19
SRO/CH/48420,22/C-894,13/05/2023,878.01,Isha Sen,Amrik,12265477.06
SRO/CH/78790,Sec-22/L-895,08/10/2022,645.4,Shivani Sarin,Sukhwinder,21475221.17
SRO/CH/85149,22/W-896,17/02/2026,381.69,Vansha Desai,Raajesh,5630523.87
SRO/CH/71071,S22/G-897,15/03/2026,4082.53,Yashodhara Chacko,Davinder,45938218.03
SRO/CH/23234,S22/F-898,17/01/2026,7372.2,Abhimanyu Pingle,Rajesh,70330068.98
SRO/CH/96154,22/K-899,03/10/2022,4467.13,Ladli Nagi,Baljeet,126572945.83
SRO/CH/54698,Sec-22/T-900,22/10/2022,3220.56,Patrick Trivedi,Gurmeet,85302664.89
SRO/CH/94976,22/P-901,10/02/2026,1958.92,Gunbir Kata,Harpreet,26971803.47
SRO/CH/60600,Sec-22/T-902,19/06/2024,1216.21,Wakeeta Om,Manjeet,13530187.71
SRO/CH/51804,22/J-903,15/11/2025,6319.59,Zarna Vohra,Raj,70227926.36
SRO/CH/88188,Sec-22/J-904,22/06/2022,7077.91,Bhavika Naidu,Daljeet,987862674.9
SRO/CH/27154,S22/U-905,04/02/2023,1266.8,Eiravati Gokhale,Amaan,71144489.2
SRO/CH/98379,Sec-22/C-906,27/11/2025,10669.29,Benjamin Kade,Gurmeet,183933482.09
SRO/CH/22709,S22/V-907,03/08/2026,4954.52,Zilmil Mall,Simran,131413274.2
SRO/CH/98866,S22/P-908,17/04/2026,10296.21,Hardik Palan,Amrik,199379274.14
SRO/CH/16144,S22/H-909,05/06/2022,1154.43,Noah Dani,Sandeep,21679213.26
SRO/CH/76804,S22/G-910,29/01/2023,1178.97,Anusha Sur,Daljeet,34380345.13
SRO/CH/26406,22/H-911,06/01/2023,2779.78,Udarsh Gara,Surinder,30587508.11
SRO/CH/63266,S22/C-912,27/04/2026,4532.25,Aashi Cherian,Lakhveer,159480313.8
SRO/CH/83047,22/B-913,31/01/2024,13576.61,Arya Dhaliwal,Satindar,264026501.76
SRO/CH/65394,S22/U-914,04/01/2023,5609.82,Samuel Trivedi,Lakhveer,190006823.05
SRO/CH/11566,Sec-22/E-915,17/05/2024,2656.75,Ayaan Baral,Ranjeet,27161563.64
SRO/CH/35537,Sec-22/D-916,02/10/2024,1451.94,Abeer Suresh,Vickram,135640023.04
SRO/CH/91766,S22/D-917,20/09/2024,8760.31,Kala Jani,Karan,423307095.97
SRO/CH/78400,Sec-22/P-918,16/11/2021,1604.57,Pooja Saxena,Sukhvinder,57121023.99
SRO/CH/24218,S22/P-919,03/12/2025,11673.34,Sudiksha Merchant,Aman,223609225.3
SRO/CH/61582,Sec-22/Q-920,21/03/2026,2684.3,Jagdish Saxena,Manjit,198663554.92
SRO/CH/50004,Sec-22/L-921,12/12/2021,11704.02,Wakeeta Lall,Ravinder,868168209.36
SRO/CH/75989,Sec-22/R-922,08/11/2021,5416.39,Laksh Mallick,Sandeep,134572172.19
SRO/CH/49829,22/S-923,11/09/2023,2842.75,Irya Brar,Sukhwinder,252394633.62
SRO/CH/69888,S22/D-924,19/09/2023,2087.55,Falan Narain,Vikram,123266643.73
SRO/CH/74601,Sec-22/E-925,16/06/2026,2471.28,Yashica Nayak,Jaswinder,43941358.2
SRO/CH/12781,Sec-22/P-926,06/03/2025,4425.58,Sudiksha Varghese,Amandeep,472921855.32
SRO/CH/46268,Sec-22/A-927,02/12/2021,3531.74,Divya Barad,Kuldeep,70560662.05
SRO/CH/21008,22/P-928,06/06/2026,2006.82,Harish Verma,Vikram,18587582.95
SRO/CH/39161,S22/L-929,27/08/2024,10586.94,Ranveer Banik,Preeti,164507255.99
SRO/CH/10443,S22/H-930,16/12/2025,19566.19,Yatan Devan,Balveer,306951716.74
SRO/CH/77745,S22/V-931,01/03/2022,12323.8,Thomas Hayre,Jasleen,299986690.92
SRO/CH/74930,Sec-22/E-932,03/04/2026,8447.08,Upma Doshi,Mohun,238843748.79
SRO/CH/11638,Sec-22/R-933,30/10/2023,5324.15,Rachit Taneja,Daljit,42667889.28
SRO/CH/60579,S22/C-934,19/02/2022,3197.31,Karan Issac,Ranjeet,62305486.42
SRO/CH/41949,22/N-935,04/06/2023,16096.98,Zaitra Kala,Aman,1794449070.6
SRO/CH/88716,S22/T-936,16/02/2026,16952.39,Radha Bhavsar,Mohan,268417651.46
SRO/CH/30778,S22/H-937,26/05/2022,2660.3,Sathvik Gokhale,Gurmeet,156569169.83
SRO/CH/18725,22/P-938,10/12/2021,28839.82,Omya Lall,Ravinder,287101677.28
SRO/CH/50446,22/L-939,28/11/2022,12950.37,Wahab Palla,Harsimran,769633670.92
SRO/CH/91905,Sec-22/U-940,19/08/2023,25128.0,Pranit Mital,Ranjeet,207732011.73
SRO/CH/27273,Sec-22/D-941,07/04/2026,2738.44,Brinda Sundaram,Amandeep,57319772.36
SRO/CH/98566,Sec-22/D-941,15/05/2026,2738.44,Amandeep,Manya Parikh,76927118.0
SRO/CH/39002,22/T-942,14/12/2024,2881.71,Chakrika Char,Raj,37056688.9
SRO/CH/34967,22/Q-943,27/11/2023,7362.83,Isaiah Mani,Sandeep,63118281.71
SRO/CH/31348,22/A-944,25/05/2025,12553.29,Sanya Nanda,Balwinder,105043491.47
SRO/CH/10278,S22/V-945,31/03/2025,34314.99,Pavani D’Alia,Surinder,212868915.11
SRO/CH/99302,22/Q-946,08/03/2022,14216.64,Ucchal Nagar,Baljeet,642748117.48
SRO/CH/44750,Sec-22/S-947,13/11/2021,6898.58,Idika Rao,Prakash,130917732.17
SRO/CH/40330,22/C-948,03/05/2025,3203.12,Veda Suresh,Davinder,63521250.3
SRO/CH/26929,22/C-949,25/04/2023,22098.29,Wahab Balakrishnan,Daljit,2337681388.9
SRO/CH/48062,Sec-22/L-950,03/02/2022,3772.85,Amrita Tripathi,Balweer,28926989.44
SRO/CH/43246,S22/A-951,15/12/2021,29671.44,Nilima Bhat,Mandeep,1279827650.46
SRO/CH/39200,Sec-22/M-952,08/07/2026,6603.01,Advika Nadkarni,Parmjit,55495379.6
SRO/CH/43168,Sec-22/M-953,27/04/2025,28973.19,Mahika Sathe,Taranjeet,450415695.62
SRO/CH/23138,S22/L-954,19/10/2022,14039.25,Mohini Lad,Ranee,245457529.02
SRO/CH/17177,22/L-955,08/12/2021,7371.01,Amrita Sunder,Jaswinder,148681351.42
SRO/CH/33279,S22/W-956,19/08/2022,5357.52,Harinakshi Bath,Parkash,127823941.17
SRO/CH/99620,22/T-957,21/09/2024,6376.32,Sara Rout,Gurmit,91177321.25
SRO/CH/91130,22/R-958,30/06/2026,11865.69,Ojas Wason,Jagdish,216131641.55
SRO/CH/48685,22/J-959,21/08/2024,8782.16,Imaran Narayan,Taranjeet,801205731.92
SRO/CH/26362,Sec-22/U-960,21/03/2025,5108.98,Anmol Bail,Surinder,82363851.73
SRO/CH/22662,22/E-961,09/11/2023,1966.03,Gautam Nath,Neelam,388646845.23
SRO/CH/41716,22/T-962,15/02/2022,3663.49,Dev Bawa,Lakhveer,80416041.65
SRO/CH/30118,Sec-22/J-963,23/11/2021,2243.95,Janaki Wason,Amrik,146194455.06
SRO/CH/97141,Sec-22/U-964,01/04/2024,1514.37,Naksh Wason,Sandeep,12637883.39
SRO/CH/15854,S22/H-965,04/02/2022,950.13,Veer Mannan,Jasmeen,55625493.29
SRO/CH/52609,Sec-22/J-966,05/04/2025,672.64,Kashvi Narula,Baljeet,5204287.22
SRO/CH/47407,S22/M-967,04/07/2022,3003.99,Tanveer Kothari,Mohun,26221428.22
SRO/CH/11129,Sec-22/S-968,17/01/2026,3196.56,Balendra Bahri,Manjit,152859678.61
SRO/CH/36176,S22/A-969,24/02/2025,395.25,Yachana Rao,Paramjeet,69827782.07
SRO/CH/49423,Sec-22/N-970,08/08/2023,5541.15,Brijesh Dugar,Sukhvinder,1010048148.97
SRO/CH/59031,Sec-22/F-971,18/04/2023,2347.39,Charvi Bajwa,Amrik,21742575.83
SRO/CH/47454,22/Q-972,01/12/2025,4719.97,Yug Bandi,Sureesh,470385663.86
SRO/CH/51704,S22/E-973,15/04/2022,548.21,Jatin Purohit,Vickram,10927469.26
SRO/CH/63082,22/A-974,28/07/2024,548.21,Karan Madan,Jasvinder,10865361.91
SRO/CH/47616,22/C-975,17/11/2023,1351.41,Faraj Borah,Sureesh,41457075.17
SRO/CH/31656,Sec-22/H-976,22/02/2024,2474.62,Anmol Aurora,Manjit,43314999.96
SRO/CH/66238,Sec-22/H-977,01/12/2021,6225.3,Girish Raman,Rawinder,51461420.81
SRO/CH/11835,S22/V-978,13/08/2024,2794.63,Devika Naik,Jaswinder,47645106.63
SRO/CH/15172,Sec-22/E-979,30/12/2023,1287.15,Yauvani Bajaj,Raj,18875176.66
SRO/CH/63756,Sec-22/B-980,18/05/2022,625.06,Anusha Shanker,Raajesh,8778997.82
SRO/CH/81642,Sec-22/V-981,22/03/2024,4113.21,Harish Lalla,Suresh,72902003.82
SRO/CH/86436,Sec-22/L-982,03/02/2024,657.57,Krisha Manne,Sandeep,46070440.35
SRO/CH/96354,22/T-983,01/11/2022,5771.82,Girik Kapadia,Harjeet,59429068.94
SRO/CH/89350,22/N-984,22/04/2025,1361.53,Arya Subramanian,Gurpreet,29859484.86
SRO/CH/66720,S22/K-985,08/01/2026,5421.99,Yashawini Konda,Jagdish,89165458.35
SRO/CH/45090,22/J-986,25/11/2022,2657.28,Anay Taneja,Harpreet,65268460.24
SRO/CH/73358,22/N-987,04/09/2022,1404.8,Kashish Chokshi,Manjeet,20451383.85
SRO/CH/20452,S22/J-988,19/03/2024,1035.06,Udarsh Bakshi,Ranjeet,17962932.45
SRO/CH/97343,S22/Q-989,01/11/2023,1133.01,Vincent Sekhon,Arjun,15689854.53
SRO/CH/81219,S22/M-990,19/03/2025,2249.33,Vansha Chopra,Surinder,36046600.82
SRO/CH/39671,22/S-991,02/05/2026,1599.52,Gaurangi Dhawan,Taranjeet,30859825.21
SRO/CH/59605,S22/H-992,12/01/2022,944.75,Girish Gara,Amreek,11328543.59
SRO/CH/79291,S22/H-992,28/02/2022,944.75,Amreek,Vrishti Krish,12875328.62
SRO/CH/54523,22/N-993,17/08/2024,790.5,Lohit Rau,Mohan,15261376.55
SRO/CH/12507,22/U-994,20/11/2023,1540.96,Viraj Bhargava,Gurdeep,49622965.09
SRO/CH/53810,22/A-995,27/11/2021,954.0,Zayyan Sabharwal,Narindar,7122427.27
SRO/CH/20565,22/W-996,07/04/2025,640.45,Geetika Dora,Ravneet,30451832.11
SRO/CH/82787,22/V-997,27/11/2022,416.56,Ekanta Ray,Jagtaar,8639839.92
SRO/CH/73983,22/R-998,11/07/2026,307.74,Amrita Kadakia,Gurpreet,26552808.32
SRO/CH/27218,S22/J-999,22/04/2022,1234.3,Xalak Munshi,Gurpreet,10801691.59
SRO/CH/47586,22/C-1000,16/10/2021,1316.96,Ekanta Shenoy,Dawinder,325284952.13
SRO/CH/97112,22/E-1001,21/09/2023,191.38,Yoshita Bumb,Vikram,10060444.09
SRO/CH/45642,22/C-1002,25/02/2023,2361.71,Pavani Brahmbhatt,Lakhveer,19611674.44
SRO/CH/38662,S22/C-1003,28/09/2025,967.35,Joshua Arya,Vikram,20840921.59
SRO/CH/23202,Sec-22/D-1004,24/09/2022,2033.73,Zinal Dara,Suresh,18177621.36
SRO/CH/62773,22/M-1005,29/04/2022,227.23,Rudra Sarma,Baljeet,39970250.28
SRO/CH/19441,22/L-1006,23/12/2024,224.1,Balvan Samra,Rajesh,1993043.3
SRO/CH/76552,22/M-1007,15/06/2024,579.42,Onkar Vohra,Gurmeet,9627809.05
SRO/CH/23363,22/M-1007,14/08/2024,579.42,Gurmeet,Logan Sahota,13338706.89
SRO/CH/29487,S22/L-1008,19/11/2023,1047.0,Aditya Minhas,Karan,18032646.68
SRO/CH/71306,S22/U-1009,06/02/2025,2581.83,Radhika Menon,Mohan,39856778.74
SRO/CH/26377,Sec-22/N-165,16/03/2024,323.56,Vikram,Yatin Morar,324987.91
SRO/CH/35210,Sec-22/N-165,15/04/2024,323.56,Yatin Morar,Kevin Mukherjee,568728.84
SRO/CH/59816,Sec-22/N-165,15/05/2024,323.56,Kevin Mukherjee,Ladli Mangat,812469.78
